"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS4310028,2021-03-26 02:15:00.000,202013,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS433296,2021-03-26 09:20:00.000,202013,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS433303,2021-03-28 03:00:00.000,202013,Aylesbury LMD,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
SMIS433262,2021-03-28 22:00:00.000,202013,Keith Portacabins MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS433455,2021-03-30 04:45:00.000,202013,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS433332,2021-03-30 12:00:00.000,202013,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4310045,2021-03-30 14:30:00.000,202013,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS434026,2021-04-01 22:00:00.000,202101,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS433484,2021-04-05 23:00:00.000,202101,Stafford Down Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS433672,2021-04-08 10:30:00.000,202101,Norwich MDU,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS433672,2021-04-08 10:30:00.000,202101,Norwich MDU,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS433693,2021-04-08 12:00:00.000,202101,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS433685,2021-04-09 02:40:00.000,202101,Neville Hill LMD East Midlands Trains,Personal accident form,person interaction,Severe 7,0.01
SMIS4328683,2021-04-12 15:11:00.000,202101,Victoria MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4328722,2021-04-13 11:00:00.000,202101,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS433865,2021-04-14 14:12:00.000,202101,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS433874,2021-04-15 13:00:00.000,202101,Stonebridge Park MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS433980,2021-04-16 08:20:00.000,202101,Etches Park LMD (Derby),Personal accident form,person interaction,Severe 7,0.01
SMIS434315,2021-04-16 10:00:00.000,202101,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS434151,2021-04-18 08:30:00.000,202101,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS434123,2021-04-19 13:40:00.000,202101,Allerton LMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4328849,2021-04-21 10:00:00.000,202101,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS434304,2021-04-24 03:45:00.000,202101,Etches Park LMD (Derby),Personal accident form,person interaction,Non-severe,0.001
SMIS434365,2021-04-24 20:30:00.000,202101,Barrow MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS434532,2021-04-27 14:30:00.000,202101,Crewe Wistaton Road MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS434428,2021-04-28 00:20:00.000,202101,Orient Way,Personal accident form,person interaction,Non-severe,0.001
SMIS4329048,2021-04-29 10:59:00.000,202101,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS434594,2021-05-03 10:15:00.000,202102,Neville Hill LMD East Midlands Trains,Personal accident form,person interaction,Non-severe,0.001
SMIS434831,2021-05-04 21:00:00.000,202102,Gillingham Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4329542,2021-05-05 03:10:00.000,202102,Eastbourne LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS434818,2021-05-07 00:15:00.000,202102,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS435148,2021-05-13 04:45:00.000,202102,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS435360,2021-05-18 20:40:00.000,202102,Barton Mills LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4329991,2021-05-21 11:55:00.000,202102,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS435572,2021-05-24 11:00:00.000,202102,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS435734,2021-05-26 22:30:00.000,202102,Hitchin Down Yard OTM/Plant Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4330114,2021-05-28 17:10:00.000,202102,Hornsey LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS436099,2021-05-29 09:45:00.000,202102,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4316376,2021-05-30 14:46:00.000,202103,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS436080,2021-06-03 09:00:00.000,202103,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS436241,2021-06-04 14:00:00.000,202103,Ashford depot (carriage sidings),Personal accident form,person interaction,Shock/Trauma,0.001
SMIS436165,2021-06-06 05:11:00.000,202103,Edinburgh MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS436304,2021-06-06 09:45:00.000,202103,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS436344,2021-06-08 00:00:00.000,202103,Millerhill Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS436336,2021-06-08 10:00:00.000,202103,Middlesbrough MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4311018,2021-06-09 16:19:00.000,202103,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4330458,2021-06-10 00:10:00.000,202103,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS436417,2021-06-10 00:37:00.000,202103,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS436438,2021-06-10 22:40:00.000,202103,Retford Yard To West MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS436645,2021-06-11 20:50:00.000,202103,Fratton Tcd (LMD),Personal accident form,person interaction,Non-severe,0.001
SMIS436657,2021-06-12 20:30:00.000,202103,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS436637,2021-06-14 15:10:00.000,202103,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS436699,2021-06-15 11:30:00.000,202103,Salisbury LMD,Personal accident form,person interaction; person interaction,Severe 7,0.01
SMIS436699,2021-06-15 11:30:00.000,202103,Salisbury LMD,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS436782,2021-06-15 14:00:00.000,202103,Toton TMD,Personal accident form,person interaction; person interaction,Severe 7,0.01
SMIS436782,2021-06-15 14:00:00.000,202103,Toton TMD,Personal accident form,person interaction; person interaction,Severe 7,0.01
SMIS436778,2021-06-16 12:30:00.000,202103,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS437667,2021-06-16 15:00:00.000,202103,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS436846,2021-06-17 04:40:00.000,202103,Kettering Depot Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS436924,2021-06-20 15:14:00.000,202103,Sutton MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS437274,2021-06-21 00:00:00.000,202103,Gloucester P.Way Compound MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4331296,2021-06-21 20:00:00.000,202103,East Croydon MDU,Personal accident form,person interaction,Shock/Trauma,0.001
SMIS437061,2021-06-23 00:50:00.000,202103,Bristol St Philips Marsh LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS437219,2021-06-24 21:00:00.000,202103,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS437378,2021-06-28 22:00:00.000,202104,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS437385,2021-06-29 10:30:00.000,202104,Northampton Bridge St MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4314750,2021-06-30 00:12:00.000,202104,Paisley MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS437448,2021-06-30 14:20:00.000,202104,Whitemoor Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS437533,2021-07-02 07:32:00.000,202104,Ashford depot (carriage sidings),Personal accident form,person interaction,Non-severe,0.001
SMIS4334102,2021-07-04 00:45:00.000,202104,Wimbledon LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS437818,2021-07-04 16:00:00.000,202104,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS437703,2021-07-05 20:25:00.000,202104,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS437776,2021-07-06 00:45:00.000,202104,Wimbledon LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS438157,2021-07-08 12:00:00.000,202104,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS437965,2021-07-11 00:00:00.000,202104,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS438100,2021-07-13 08:30:00.000,202104,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Non-severe,0.001
SMIS438159,2021-07-13 09:35:00.000,202104,Polmadie LMD (Glasgow),Personal accident form,person interaction,Non-severe,0.001
SMIS438230,2021-07-13 14:00:00.000,202104,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4313121,2021-07-13 17:15:00.000,202104,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS438185,2021-07-14 13:00:00.000,202104,York Yard North,Personal accident form,person interaction,Non-severe,0.001
SMIS438360,2021-07-15 15:00:00.000,202104,Tees Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS438311,2021-07-16 14:25:00.000,202104,Ashford depot (carriage sidings),Personal accident form,person interaction,Non-severe,0.001
SMIS438525,2021-07-21 11:15:00.000,202104,Tyne Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS438983,2021-07-29 16:30:00.000,202105,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS439739,2021-08-04 10:00:00.000,202105,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS439943,2021-08-06 00:00:00.000,202105,Corkerhill CSMD,Personal accident form,person interaction,Non-severe,0.001
SMIS439573,2021-08-07 02:30:00.000,202105,Cardiff Canton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4310071,2021-08-09 12:15:00.000,202105,Wimbledon LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS439703,2021-08-11 11:55:00.000,202105,March Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4323615,2021-08-12 02:05:00.000,202105,Horsham Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS439934,2021-08-16 07:50:00.000,202105,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4310138,2021-08-18 21:30:00.000,202105,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4310162,2021-08-18 22:00:00.000,202105,Neville Hill LMD East Midlands Trains,Personal accident form,person interaction,Non-severe,0.001
SMIS4310390,2021-08-20 08:50:00.000,202105,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4310395,2021-08-21 00:00:00.000,202105,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4333745,2021-08-21 00:10:00.000,202105,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4323777,2021-08-22 20:00:00.000,202106,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4323784,2021-08-23 05:00:00.000,202106,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4310481,2021-08-25 08:30:00.000,202106,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4310640,2021-08-26 13:30:00.000,202106,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4310743,2021-08-27 00:00:00.000,202106,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4313950,2021-08-28 00:00:00.000,202106,Woking Up Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4310706,2021-09-01 09:41:00.000,202106,Coldhams Lane LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4333257,2021-09-05 21:45:00.000,202106,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4311121,2021-09-07 06:51:00.000,202106,Old Oak Common LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4323245,2021-09-09 00:00:00.000,202106,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4311216,2021-09-10 03:30:00.000,202106,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4311281,2021-09-10 11:22:00.000,202106,Colas Depot Rugby,Personal accident form,person interaction,Non-severe,0.001
SMIS4311388,2021-09-11 23:30:00.000,202106,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4311390,2021-09-12 01:51:00.000,202106,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4311356,2021-09-13 08:00:00.000,202106,Hither Green,Personal accident form,slip trip or fall; person interaction,Non-severe,0.001
SMIS4311973,2021-09-15 10:00:00.000,202106,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4311584,2021-09-15 10:15:00.000,202106,Barrow MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4311886,2021-09-16 05:50:00.000,202106,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4311543,2021-09-16 12:15:00.000,202106,Eastfield TMD (Glasgow),Personal accident form,person interaction,Non-severe,0.001
SMIS4312704,2021-09-16 22:00:00.000,202106,Shoeburyness CSD,Personal accident form,person interaction,Non-severe,0.001
SMIS4311687,2021-09-18 01:15:00.000,202106,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4312056,2021-09-21 11:17:00.000,202107,Tyseley LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4324409,2021-09-21 14:00:00.000,202107,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4311948,2021-09-22 22:49:00.000,202107,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4333216,2021-09-22 22:49:00.000,202107,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4316294,2021-09-24 09:21:00.000,202107,Three Bridges MDU,Personal accident form,person exposed to a hazardous substance; person interaction,Non-severe,0.001
SMIS4315708,2021-09-28 11:30:00.000,202107,Three Bridges MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4312483,2021-10-02 01:00:00.000,202107,Shoeburyness CSD,Personal accident form,person interaction,Non-severe,0.001
SMIS4312531,2021-10-02 17:45:00.000,202107,Yoker Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4312638,2021-10-03 00:15:00.000,202107,Yoker Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4313456,2021-10-06 00:00:00.000,202107,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4312727,2021-10-06 01:32:00.000,202107,Penzance (Long Rock) LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4312942,2021-10-07 04:45:00.000,202107,Ardwick Train Maintenance Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4313129,2021-10-10 07:00:00.000,202107,Swindon MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4313098,2021-10-11 11:00:00.000,202107,Shields ET Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4315223,2021-10-12 23:00:00.000,202107,Clayhills LMD (Aberdeen),Personal accident form,person interaction,Non-severe,0.001
SMIS4313179,2021-10-13 19:31:00.000,202107,Wimbledon S&T Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4313381,2021-10-13 21:30:00.000,202107,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4313480,2021-10-17 02:00:00.000,202108,Skipton MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4313474,2021-10-17 07:00:00.000,202108,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4314390,2021-10-18 09:28:00.000,202108,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4313532,2021-10-18 14:34:00.000,202108,Shields ET Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4313633,2021-10-20 10:30:00.000,202108,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314878,2021-10-22 19:15:00.000,202108,Hornsey LMD,Personal accident form,slip trip or fall; person interaction,Non-severe,0.001
SMIS4313894,2021-10-24 20:40:00.000,202108,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314256,2021-10-25 00:00:00.000,202108,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4313936,2021-10-25 11:45:00.000,202108,Eastleigh Long Welded Rail Depot,Personal accident form,slip trip or fall; person interaction,Non-severe,0.001
SMIS4314105,2021-10-27 14:00:00.000,202108,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4314293,2021-10-27 17:45:00.000,202108,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS4314328,2021-10-29 11:30:00.000,202108,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4314359,2021-10-29 11:31:00.000,202108,Birkenhead Central LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314416,2021-10-31 12:30:00.000,202108,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314354,2021-10-31 18:15:00.000,202108,Aylesbury LMD,Personal accident form,person interaction,Shock/Trauma,0.001
SMIS4314461,2021-11-02 12:00:00.000,202108,Tees Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4314538,2021-11-03 12:20:00.000,202108,Inverness LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314755,2021-11-04 01:00:00.000,202108,Ipswich MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4314984,2021-11-08 23:00:00.000,202108,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS4314851,2021-11-09 10:15:00.000,202108,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4314859,2021-11-10 03:38:00.000,202108,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4314916,2021-11-10 14:00:00.000,202108,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4327336,2021-11-15 09:57:00.000,202109,Three Bridges MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4318195,2021-11-17 00:00:00.000,202109,Doncaster Wood Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4315456,2021-11-17 13:00:00.000,202109,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4317180,2021-11-17 21:30:00.000,202109,Stourbridge Junction Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4315414,2021-11-18 07:40:00.000,202109,Ebbw Jct MDU,Personal accident form,person interaction,Specified,0.125
SMIS4317179,2021-11-19 04:25:00.000,202109,Aylesbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4315640,2021-11-19 21:40:00.000,202109,Crown Point LMD (Norwich),Personal accident form,person interaction,Shock/Trauma,0.001
SMIS4316809,2021-11-20 12:00:00.000,202109,Bedford Grain Warehouse MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4316028,2021-11-21 01:30:00.000,202109,Blackburn Bridge St MDU,Personal accident form,person interaction,Specified,0.125
SMIS4316162,2021-11-25 07:40:00.000,202109,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4316482,2021-11-30 02:15:00.000,202109,Guildford Up Carriage Sidings,Personal accident form,person interaction,Non-severe,0.001
SMIS4316320,2021-11-30 10:49:00.000,202109,Tyseley LMD,Personal accident form,person interaction,Specified,0.125
SMIS4316205,2021-12-01 12:00:00.000,202109,Ramsgate Train Maintenance Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4327732,2021-12-03 12:28:00.000,202109,Stewarts Lane LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4327755,2021-12-05 08:54:00.000,202109,Brighton Ced Swimu MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4317125,2021-12-08 00:00:00.000,202109,Eastcroft LMD (Nottingham),Personal accident form,person interaction,Non-severe,0.001
SMIS4316539,2021-12-08 00:10:00.000,202109,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4316952,2021-12-08 12:00:00.000,202109,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4316711,2021-12-09 22:00:00.000,202109,Ilford LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4316833,2021-12-11 12:25:00.000,202109,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4316906,2021-12-13 15:00:00.000,202110,Tees Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4316898,2021-12-13 17:37:00.000,202110,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4317275,2021-12-18 08:45:00.000,202110,Penzance (Long Rock) LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4321070,2021-12-20 11:30:00.000,202110,Lovers Walk TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4321121,2021-12-21 11:00:00.000,202110,Lovers Walk TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4317782,2021-12-22 02:05:00.000,202110,Orient Way,Personal accident form,person interaction,Non-severe,0.001
SMIS4317492,2021-12-23 15:30:00.000,202110,Eastleigh,Personal accident form,person interaction,Non-severe,0.001
SMIS4317928,2021-12-27 14:00:00.000,202110,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4317885,2021-12-30 19:15:00.000,202110,Crewe Carriage Sidings,Personal accident form,person interaction,Severe 7,0.01
SMIS4317985,2021-12-30 22:40:00.000,202110,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4321303,2022-01-03 04:00:00.000,202110,Toton TMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4317858,2022-01-03 15:31:00.000,202110,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4318153,2022-01-06 15:15:00.000,202110,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4318158,2022-01-07 11:30:00.000,202110,Newton Heath LMD (Manchester),Personal accident form,person interaction,Non-severe,0.001
SMIS4321806,2022-01-09 15:00:00.000,202111,Selhurst Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4318234,2022-01-10 13:17:00.000,202111,Allerton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4318282,2022-01-10 16:00:00.000,202111,Ashford depot (carriage sidings),Personal accident form,person interaction,Non-severe,0.001
SMIS4318371,2022-01-12 16:10:00.000,202111,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4318508,2022-01-13 07:30:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,person interaction,Severe 7,0.01
SMIS4318485,2022-01-14 06:30:00.000,202111,Exeter New Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4318626,2022-01-18 05:15:00.000,202111,Machynlleth LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4320288,2022-01-19 02:00:00.000,202111,Hull LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4318777,2022-01-19 13:45:00.000,202111,Toton TMD,Personal accident form,person interaction,Severe 7,0.01
SMIS4319221,2022-01-25 07:00:00.000,202111,DRS Crewe,Personal accident form,person interaction,Non-severe,0.001
SMIS4319705,2022-01-27 11:30:00.000,202111,Salisbury LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4319310,2022-01-27 21:44:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,person interaction,Non-severe,0.001
SMIS4319353,2022-01-30 20:00:00.000,202111,Irvine Yard,Personal accident form,person interaction,Non-severe,0.001
SMIS4319339,2022-01-30 21:45:00.000,202111,Ipswich MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4319571,2022-02-01 09:15:00.000,202111,Shields ET Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4319600,2022-02-02 15:07:00.000,202111,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4320186,2022-02-02 22:30:00.000,202111,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4319602,2022-02-03 00:30:00.000,202111,Reading Traincare Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4319700,2022-02-03 10:00:00.000,202111,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4319701,2022-02-03 11:00:00.000,202111,Bournemouth West LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4319706,2022-02-04 07:55:00.000,202111,Birkenhead Central LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4320456,2022-02-04 10:20:00.000,202111,Clayhills LMD (Aberdeen),Personal accident form,person interaction,Non-severe,0.001
SMIS4319965,2022-02-04 16:15:00.000,202111,Selhurst Depot,Personal accident form,person interaction,Specified,0.125
SMIS4319729,2022-02-05 04:00:00.000,202111,East Ham LMD (London),Personal accident form,person interaction,Non-severe,0.001
SMIS4320013,2022-02-09 04:52:00.000,202112,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4320302,2022-02-10 22:00:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4320327,2022-02-13 16:00:00.000,202112,Crown Point LMD (Norwich),Personal accident form,person interaction,Non-severe,0.001
SMIS4320592,2022-02-14 00:10:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4320406,2022-02-14 09:00:00.000,202112,Heaton LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4320409,2022-02-14 12:45:00.000,202112,Neville Hill LMD (Ns) Northern Rail,Personal accident form,person interaction,Non-severe,0.001
SMIS4320312,2022-02-14 13:25:00.000,202112,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4321659,2022-02-15 09:10:00.000,202112,Sandiacre Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4320555,2022-02-16 20:30:00.000,202112,Farnham LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4320856,2022-02-22 14:30:00.000,202112,Toton TMD,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS4320856,2022-02-22 14:30:00.000,202112,Toton TMD,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS4320911,2022-02-23 20:51:00.000,202112,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4321086,2022-02-25 00:10:00.000,202112,Toton TMD,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS4321086,2022-02-25 00:10:00.000,202112,Toton TMD,Personal accident form,person interaction; person interaction,Non-severe,0.001
SMIS4321114,2022-02-26 01:55:00.000,202112,Plymouth (Laira) Diesel LMD,Personal accident form,person interaction,Non-severe,0.001
SMIS4321422,2022-03-01 00:00:00.000,202112,Exeter Olds View Depot MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4321310,2022-03-01 12:55:00.000,202112,Axiom Stoke Depot,Personal accident form,person interaction,Non-severe,0.001
SMIS4321572,2022-03-05 12:22:00.000,202112,Canton Buildings MDU,Personal accident form,person interaction,Non-severe,0.001
SMIS4321581,2022-03-06 01:42:00.000,202113,Chester MDU,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
