"smis_reference","event_date","period","place","report_title","sub_event","injury_degree_2013","fwi_2013"
SMIS4317968,2021-12-27 15:30:00.000,202110,Wembley Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4317980,2021-12-28 04:25:00.000,202110,Sheffield LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4317814,2021-12-28 06:40:00.000,202110,Par Depot,Personal accident form,slip trip or fall,Specified,0.125
SMIS4317756,2022-01-01 23:00:00.000,202110,Clapham Junction MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4317837,2022-01-01 23:38:00.000,202110,Reading Traincare Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318051,2022-01-05 00:20:00.000,202110,Farnham LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318002,2022-01-05 09:30:00.000,202110,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318044,2022-01-05 14:30:00.000,202110,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4317989,2022-01-05 14:41:00.000,202110,Grove Park Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318074,2022-01-06 17:45:00.000,202110,Oxford Up Carriage Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319519,2022-01-06 18:00:00.000,202110,Oxford MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318173,2022-01-07 21:57:00.000,202110,Reading Traincare Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318238,2022-01-10 02:55:00.000,202111,Swindon Cocklebury Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318273,2022-01-11 10:29:00.000,202111,Orpington Portacabins Cp MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318844,2022-01-11 22:26:00.000,202111,Ipswich MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318366,2022-01-12 15:40:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318535,2022-01-14 01:00:00.000,202111,Peterborough Tcd,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318467,2022-01-14 10:00:00.000,202111,Sandiacre Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4318454,2022-01-16 21:40:00.000,202111,Stoke On Trent MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318734,2022-01-17 09:10:00.000,202111,Feltham Pway depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318598,2022-01-17 09:27:00.000,202111,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318714,2022-01-18 08:40:00.000,202111,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4318898,2022-01-19 22:30:00.000,202111,Exeter Olds View Depot MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318812,2022-01-20 07:00:00.000,202111,Stourbridge Junction Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4318936,2022-01-21 03:30:00.000,202111,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4320303,2022-01-22 03:20:00.000,202111,Stourbridge Junction Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319005,2022-01-23 09:00:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319226,2022-01-25 22:30:00.000,202111,Haymarket LMD (Edinburgh),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319212,2022-01-26 00:05:00.000,202111,Stourbridge Junction Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319608,2022-01-26 02:30:00.000,202111,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319374,2022-01-29 17:34:00.000,202111,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319368,2022-01-30 04:00:00.000,202111,Cardiff Canton Depot (Pass),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319511,2022-02-01 21:20:00.000,202111,Blackburn Depot - Mess Room,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4319977,2022-02-01 21:30:00.000,202111,Slade Green LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4319604,2022-02-03 03:40:00.000,202111,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4319861,2022-02-07 21:40:00.000,202112,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322978,2022-02-14 00:00:00.000,202112,"Westbury Tcd, Dn & Up Sidings & Wmo",Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4342356,2022-02-14 01:50:00.000,202112,Warrington Tmd,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4320515,2022-02-15 05:45:00.000,202112,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4320468,2022-02-15 21:00:00.000,202112,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4321083,2022-02-19 01:00:00.000,202112,Saltley Tcd & Emr,Personal accident form,slip trip or fall,Specified,0.125
SMIS4320841,2022-02-20 02:00:00.000,202112,Grove Park LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326509,2022-02-20 03:00:00.000,202112,Tulse Hill MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4323485,2022-02-21 02:10:00.000,202112,Inverness LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332377,2022-02-22 19:30:00.000,202112,Bournemouth West LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4320862,2022-02-22 19:30:00.000,202112,Bournemouth West LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4320933,2022-02-23 01:10:00.000,202112,Eastfield TMD (Glasgow),Personal accident form,slip trip or fall,Specified,0.125
SMIS4321113,2022-02-25 05:55:00.000,202112,Bathgate LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4321172,2022-02-26 11:00:00.000,202112,Tyne Yard (Incl Tcd),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4322980,2022-02-28 00:00:00.000,202112,Colas Depot Rugby,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4321616,2022-03-01 00:00:00.000,202112,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4321266,2022-03-01 02:30:00.000,202112,Haymarket LMD (Edinburgh),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4321439,2022-03-01 12:40:00.000,202112,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4321581,2022-03-06 01:42:00.000,202113,Chester MDU,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
SMIS4322020,2022-03-09 02:54:00.000,202113,Acton Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322021,2022-03-10 08:50:00.000,202113,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322278,2022-03-16 05:55:00.000,202113,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4322520,2022-03-16 15:25:00.000,202113,Clayhills LMD (Aberdeen),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322335,2022-03-17 01:15:00.000,202113,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332226,2022-03-17 07:52:00.000,202113,Barton Mills LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322680,2022-03-20 04:00:00.000,202113,Skipton MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4339900,2022-03-20 12:15:00.000,202113,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322472,2022-03-20 13:00:00.000,202113,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322619,2022-03-21 04:45:00.000,202113,Eastleigh,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4322685,2022-03-21 13:15:00.000,202113,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323630,2022-03-22 02:40:00.000,202113,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322690,2022-03-22 10:00:00.000,202113,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322563,2022-03-22 12:15:00.000,202113,Bedford Grain Warehouse MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323732,2022-03-23 23:30:00.000,202113,Bognor Regis LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4331240,2022-03-24 09:50:00.000,202113,Cricklewood Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322801,2022-03-24 11:00:00.000,202113,Taunton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323040,2022-03-26 01:20:00.000,202113,Ilford LMD (London),Personal accident form,slip trip or fall,Specified,0.125
SMIS4329032,2022-03-26 16:42:00.000,202113,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322803,2022-03-27 18:30:00.000,202113,Bristol St Philips Marsh LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323477,2022-03-27 21:50:00.000,202113,Allerton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4322920,2022-03-28 00:30:00.000,202113,Skipton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324862,2022-03-29 10:01:00.000,202113,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324735,2022-03-30 12:05:00.000,202113,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323056,2022-03-30 12:05:00.000,202113,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323049,2022-03-30 12:50:00.000,202113,Tyseley LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323070,2022-03-30 15:00:00.000,202113,Newport Godfrey Rd MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4323092,2022-03-31 20:30:00.000,202113,Yoker Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323438,2022-04-04 23:00:00.000,202201,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323487,2022-04-05 01:15:00.000,202201,Reading Traincare Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323432,2022-04-05 06:30:00.000,202201,Yoker Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323541,2022-04-05 11:00:00.000,202201,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323430,2022-04-05 12:30:00.000,202201,Taunton MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326199,2022-04-06 18:15:00.000,202201,Gillingham Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323557,2022-04-07 11:45:00.000,202201,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4323685,2022-04-08 14:06:00.000,202201,Westbury AHD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4323921,2022-04-11 17:00:00.000,202201,Ipswich Upper Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332062,2022-04-12 15:00:00.000,202201,Salisbury LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324145,2022-04-15 15:29:00.000,202201,Canton Buildings MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4324166,2022-04-15 18:35:00.000,202201,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326414,2022-04-17 14:00:00.000,202201,East Croydon MDU,Personal accident form,slip trip or fall,Shock/Trauma,0.001
SMIS4324115,2022-04-18 13:41:00.000,202201,Motherwell Crosshill Street MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324248,2022-04-19 01:17:00.000,202201,Canton Buildings MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4324282,2022-04-20 09:40:00.000,202201,Toton TMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324280,2022-04-20 14:50:00.000,202201,Tilbury Docks,Personal accident form,slip trip or fall; slip trip or fall,Non-severe,0.001
SMIS4325221,2022-04-21 01:19:00.000,202201,Brighton MDU,Personal accident form,person interaction; slip trip or fall; electric shock,Non-severe,0.001
SMIS4324363,2022-04-21 09:00:00.000,202201,Ipswich MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4324890,2022-04-23 06:50:00.000,202201,Tyseley LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331519,2022-04-23 18:40:00.000,202201,Fratton Tcd (LMD),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326763,2022-04-26 00:45:00.000,202201,Stourbridge Junction Sidings,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
SMIS4340598,2022-04-26 12:10:00.000,202201,Slateford MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325220,2022-05-01 21:15:00.000,202202,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325088,2022-05-02 21:32:00.000,202202,Orpington Portacabins Cp MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327126,2022-05-03 00:00:00.000,202202,Barrow MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325104,2022-05-03 04:00:00.000,202202,Corkerhill CSMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4325092,2022-05-03 11:15:00.000,202202,Rotherham MDU,Personal accident form,slip trip or fall; slip trip or fall,Non-severe,0.001
SMIS4327168,2022-05-09 00:27:00.000,202202,Cambridge Adj Mill Rd MDU,Personal accident form,slip trip or fall; person interaction,Non-severe,0.001
SMIS4325487,2022-05-10 10:15:00.000,202202,London Bridge Rear Sb MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325559,2022-05-10 15:23:00.000,202202,Toton TMD,Personal accident form,slip trip or fall; slip trip or fall,Non-severe,0.001
SMIS4325523,2022-05-11 00:00:00.000,202202,Blackpool MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327776,2022-05-11 02:00:00.000,202202,Aylesbury LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325947,2022-05-16 12:30:00.000,202202,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328229,2022-05-16 20:30:00.000,202202,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326019,2022-05-17 00:15:00.000,202202,Freightliner Leeds,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4325988,2022-05-17 22:30:00.000,202202,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326063,2022-05-18 08:15:00.000,202202,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326126,2022-05-18 21:10:00.000,202202,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326140,2022-05-19 01:00:00.000,202202,Gillingham Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326099,2022-05-19 09:30:00.000,202202,Ilford LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326293,2022-05-20 00:00:00.000,202202,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326241,2022-05-20 16:34:00.000,202202,Tees Yard SB,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326881,2022-05-21 21:45:00.000,202202,Shields ET Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4326444,2022-05-22 02:30:00.000,202202,Allerton LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4328984,2022-05-24 03:19:00.000,202202,Welwyn Gdn City LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327646,2022-05-24 14:20:00.000,202202,Tyseley LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4326717,2022-05-28 23:30:00.000,202202,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327101,2022-06-02 15:10:00.000,202203,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327203,2022-06-05 07:00:00.000,202203,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327040,2022-06-05 22:10:00.000,202203,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327146,2022-06-05 23:00:00.000,202203,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327231,2022-06-07 06:30:00.000,202203,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327188,2022-06-07 15:00:00.000,202203,Peterborough Spittal House MDU,Personal accident form,slip trip or fall,Specified,0.125
SMIS4328038,2022-06-09 01:15:00.000,202203,Hornsey LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4332990,2022-06-10 05:40:00.000,202203,Hornsey LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327443,2022-06-11 00:00:00.000,202203,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327586,2022-06-12 18:36:00.000,202203,Elstree Borehamwood depot car park,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4327650,2022-06-14 01:17:00.000,202203,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4327714,2022-06-14 19:30:00.000,202203,Dartford Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4327831,2022-06-15 02:15:00.000,202203,Exeter New Yard,Personal accident form,slip trip or fall,Specified,0.125
SMIS4327967,2022-06-16 04:50:00.000,202203,Shoeburyness CSD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4327990,2022-06-16 21:58:00.000,202203,Singlewell IMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328198,2022-06-16 22:30:00.000,202203,Carmarthen MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329101,2022-06-17 00:10:00.000,202203,Clacton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328462,2022-06-17 13:30:00.000,202203,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328772,2022-06-22 10:00:00.000,202203,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328412,2022-06-22 23:00:00.000,202203,Bristol East Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328474,2022-06-23 08:00:00.000,202203,Seven Kings Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328535,2022-06-27 15:30:00.000,202204,Shields ET Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328632,2022-06-29 09:00:00.000,202204,Crewe Carriage Sidings,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328758,2022-06-29 10:30:00.000,202204,"Westbury Tcd, Dn & Up Sidings & Wmo",Personal accident form,object road vehicle animal on near line; slip trip or fall,Non-severe,0.001
SMIS4328966,2022-06-30 06:35:00.000,202204,Arpley Yard,Personal accident form,object road vehicle animal on near line; slip trip or fall,Non-severe,0.001
SMIS4341994,2022-06-30 19:00:00.000,202204,Welwyn Garden City Bridge MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329507,2022-07-01 03:30:00.000,202204,Soho LMD (Birmingham),Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4328841,2022-07-03 00:00:00.000,202204,Barrow MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4328952,2022-07-04 00:00:00.000,202204,Hull LMD,Personal accident form,slip trip or fall,Specified,0.125
SMIS4329130,2022-07-05 22:56:00.000,202204,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329174,2022-07-06 11:00:00.000,202204,Crown Point LMD (Norwich),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329410,2022-07-07 11:50:00.000,202204,Luton Pway Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329620,2022-07-11 22:48:00.000,202204,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329815,2022-07-13 11:00:00.000,202204,Vineyard Farm 1,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4329694,2022-07-14 07:30:00.000,202204,Bristol Kingsland Road Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4342707,2022-07-14 08:52:00.000,202204,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329699,2022-07-14 11:24:00.000,202204,Eastcroft LMD (Nottingham),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329722,2022-07-14 21:45:00.000,202204,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4329737,2022-07-15 04:30:00.000,202204,Etches Park LMD (Derby),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330001,2022-07-19 13:00:00.000,202204,Doncaster Csdc,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
SMIS4330656,2022-07-20 06:55:00.000,202204,Cambridge Adj Mill Rd MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330308,2022-07-24 00:50:00.000,202205,Reading Traincare Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330492,2022-07-26 14:43:00.000,202205,Ferme Park Carriage Sidings,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4330632,2022-07-28 07:42:00.000,202205,Doncaster Marshgate Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4331152,2022-07-29 10:45:00.000,202205,Toton TMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330822,2022-07-29 12:50:00.000,202205,Plymouth (Laira) Diesel LMD,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4330765,2022-07-31 15:30:00.000,202205,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330730,2022-07-31 19:08:00.000,202205,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4330888,2022-08-01 23:15:00.000,202205,Heaton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331993,2022-08-03 21:00:00.000,202205,Aylesbury LMD,Personal accident form,slip trip or fall; person interaction,Non-severe,0.001
SMIS4331753,2022-08-07 10:10:00.000,202205,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332042,2022-08-09 10:15:00.000,202205,Aylesbury LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4343282,2022-08-09 20:59:00.000,202205,Brighton Ced Swimu MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331606,2022-08-11 03:10:00.000,202205,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331554,2022-08-11 20:10:00.000,202205,Woking Down Yard,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332036,2022-08-13 12:30:00.000,202205,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333184,2022-08-13 20:00:00.000,202205,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331799,2022-08-15 12:45:00.000,202205,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4331962,2022-08-17 23:45:00.000,202205,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4343526,2022-08-21 10:00:00.000,202206,Selhurst Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332854,2022-08-24 13:00:00.000,202206,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4335250,2022-08-25 00:00:00.000,202206,Shoeburyness CSD,Personal accident form,slip trip or fall; person interaction,Severe 7,0.01
SMIS4338126,2022-08-25 03:20:00.000,202206,Stewarts Lane LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4332746,2022-09-01 03:00:00.000,202206,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333183,2022-09-04 00:01:00.000,202206,Shoeburyness CSD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333046,2022-09-04 20:30:00.000,202206,Old Oak Common LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333019,2022-09-05 11:53:00.000,202206,Motherwell Newhut Road MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333313,2022-09-05 19:00:00.000,202206,Clacton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333097,2022-09-06 05:30:00.000,202206,Doncaster Marshgate MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333353,2022-09-06 20:38:00.000,202206,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4333473,2022-09-10 03:00:00.000,202206,Reading Traincare Depot,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4333561,2022-09-10 10:30:00.000,202206,Toton TMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333729,2022-09-10 13:00:00.000,202206,Ramsgate Train Maintenance Depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4338901,2022-09-13 00:00:00.000,202206,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4335115,2022-09-15 09:45:00.000,202206,Abercynon South MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4333787,2022-09-15 22:20:00.000,202206,Liskeard MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334090,2022-09-21 03:20:00.000,202207,Canton Buildings MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4338267,2022-09-24 15:00:00.000,202207,Bournemouth West LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334540,2022-09-24 20:47:00.000,202207,Neville Hill LMD (Ns) Northern Rail,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4335241,2022-09-25 23:00:00.000,202207,East Ham LMD (London),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4340324,2022-09-26 14:21:00.000,202207,Peterborough Bldg & Stores MDU,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334693,2022-09-27 05:00:00.000,202207,Bletchley James Way MDU,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4334512,2022-09-27 09:35:00.000,202207,Crewe Gresty,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4335881,2022-09-27 10:30:00.000,202207,Newton Heath LMD (Manchester),Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334881,2022-09-30 05:25:00.000,202207,Treherbert depot,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334809,2022-09-30 11:05:00.000,202207,Peterborough Tcd,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4334956,2022-10-04 02:30:00.000,202207,Eurostar Engineering Centre Temple Mills,Personal accident form,slip trip or fall,Severe 7,0.01
SMIS4335064,2022-10-04 11:30:00.000,202207,Allerton LMD,Personal accident form,slip trip or fall,Non-severe,0.001
SMIS4335582,2022-10-10 08:13:00.000,202207,Canton Buildings MDU,Personal accident form,person interaction; slip trip or fall,Non-severe,0.001
